,actual_y,pred_y
309,1.96164268,1.7407095
310,1.650163498,1.5133183
311,0.798497069,0.7607733
312,2.946636434,2.0942664
313,2.493136382,1.9061863
314,0.73613721,1.2382985
315,1.380182852,1.4596535
316,2.115406464,1.3538041
317,0.356178472,0.29281908
318,2.726353896,2.0714905
319,0.055330307,0.03989464
320,1.226224898,0.7469916
321,1.626077707,1.5521936
322,0.846537424,1.0322127
323,1.189422379,1.3688767
324,3.670590412,3.1711226
325,0.049339915,0.15499055
326,2.00238749,1.5422083
327,-0.121149446,0.02544123
328,1.017008604,1.3098643
329,2.162954428,1.7787635
330,0.246175841,0.5020261
331,1.182607352,1.1705291
332,1.620738698,2.099529
333,2.528612149,2.946673
334,0.952961227,1.9362814
335,1.611565869,1.6260519
336,3.754210256,2.43565
337,0.655174884,0.83983016
338,0.960255895,0.6804589
339,0.928421353,1.2151858
340,2.99301582,2.63417
341,0.91853111,1.8766387
342,0.229640244,0.5978732
343,0.432573063,0.30331638
344,0.603863426,1.0392442
345,0.866600521,0.5760732
346,0.718073658,1.2308075
347,1.17228726,1.1566653
348,1.468450528,1.8946681
349,1.024965477,0.88156253
350,2.803303692,2.7369926
351,1.715104735,1.2792423
352,0.257458661,0.37322804
353,1.868876147,3.1479146
354,0.586200359,1.1696007
355,1.598725079,1.5747913
356,2.110178419,1.6553264
357,1.673017084,2.5994115
358,2.878951284,2.6056178
359,2.875441323,4.1879506
360,3.584615248,4.699938
361,1.553570024,1.3943937
362,-0.366529389,-0.3183477
363,0.860548162,0.14954138
364,1.259629449,2.3554003
365,1.402131299,1.6815344
366,1.336204943,1.3865848
367,1.417130655,1.427501
368,1.133381731,1.6878103
369,-0.178885295,-0.39952844
370,5.522660454,4.1433506
371,5.449944585,4.1238775
372,1.485937358,1.1006348
373,1.127668705,1.3627789
374,0.12031923,0.09588444
375,-0.347824606,-0.15061474
376,-0.14979392,-0.23168123
377,1.750100963,1.9373918
378,1.700301894,2.7678986
379,0.395134674,0.6863563
380,1.557815264,1.2304256
381,0.982383659,1.2885014
382,1.097480493,1.0746686
383,0.561929913,0.66615164
384,0.184143965,-0.071835876
385,0.092815261,0.09372342
386,1.22815082,1.2714815
387,1.647091726,1.3350887
388,0.993910704,0.8957455
389,5.708456495,4.583024
390,1.529492934,1.6995931
391,1.384156207,1.5768006
392,1.388904762,0.97819483
393,-0.001681406,0.013205171
394,0.649389358,0.5443466
395,2.231799593,4.169489
396,0.392999212,0.727612
397,1.225415447,0.84694743
398,-0.051729761,0.39851832
399,0.71449838,0.7368901
400,1.519039779,1.0064418
401,1.550446723,2.0295446
402,2.735999067,2.3991568
403,1.911761294,1.5026925
404,1.274059616,1.968809
405,1.25773226,1.7219754
406,4.772057987,3.7368479
407,0.282488493,0.5273155
408,2.21058526,1.6227784
409,1.777957728,1.2213569
410,1.147705647,1.8262649
411,0.847270572,0.8778333
412,0.472546347,0.7752569
413,1.089792339,1.4306988
414,2.81721341,2.7055626
415,0.295419613,0.111469984
416,2.352294262,2.010182
417,2.068585373,1.4595138
418,1.067773442,1.6232324
419,0.488351554,0.384605
420,0.830479687,0.9515811
421,1.876434838,2.243031
422,1.936189742,1.5637376
423,2.2398759,2.9561152
424,2.268903881,1.5362694
425,1.496172174,2.0193589
426,0.260446721,0.23097312
427,1.013600229,0.78191704
428,0.447201052,0.42858183
429,0.542892273,0.77693903
430,1.906005816,1.7907584
431,1.586744403,2.621985
432,7.294505133,5.0006423
433,0.707888019,0.53147185
434,0.780323789,1.4309456
435,1.5916603,3.5762043
436,0.340132382,0.62130797
437,1.607302111,1.062087
438,1.369128228,1.0507673
439,0.684885585,1.2012413
440,0.601844607,0.43537658
441,3.176100132,3.9853625
442,0.109337689,0.19774178
443,-0.064177193,-0.014113128
444,0.863200265,1.3415936
445,1.074341772,0.9949147
446,1.113646462,1.5253851
447,0.128280934,0.31208754
448,5.677748468,4.7348394
449,1.509629486,1.2994311
450,2.857047751,1.9587612
451,5.421222358,4.0873656
452,1.104940571,2.4563255
453,2.827398288,2.3594658
454,3.561596041,2.244954
455,0.35015578,0.5708964
456,3.395827026,2.2795222
457,2.555894368,2.4433498
458,0.063014722,0.09622216
459,2.294268338,2.1132662
460,3.089316089,2.473806
461,1.173661388,1.488322
462,2.133494081,3.9499834
463,1.759782617,1.6154233
464,0.583704195,0.30158412
465,0.39461188,0.8014344
466,4.104153498,2.9250965
467,4.646346687,3.5941832
468,2.087702563,2.151282
469,1.345352328,1.6370991
470,-0.658155763,-0.5263579
471,2.609712113,1.8048544
472,3.756257522,3.206637
473,1.576857713,1.0699239
474,2.204059585,2.4529562
475,3.107243922,2.5377152
476,0.405327364,0.5619721
477,4.166637146,2.9944708
478,1.489100117,1.9044197
479,-0.235734727,-0.1448406
480,0.878026172,1.0362102
481,1.747248858,1.6003957
482,0.394683898,0.867888
483,4.011615223,3.3028321
484,0.901419323,1.094079
485,0.981383662,0.83052105
486,1.906290143,2.4629934
487,1.115102787,1.0413705
488,2.381047466,1.9209862
489,1.065233299,1.6288525
490,4.063810319,3.6877782
491,1.793316863,2.1407015
492,-0.146049726,-0.12355143
493,2.198569592,2.6163435
494,1.176357218,1.9240651
495,1.187145325,1.5658536
496,1.869287993,1.342346
497,1.10408031,1.1560493
498,3.56899338,2.653688
499,0.57258487,0.7530213
500,0.784702496,1.2878767
501,3.601917364,3.582806
502,3.95917354,4.540256
503,1.879023726,3.2443128
504,1.398325747,1.4171795
505,1.611332727,1.4139194
506,0.6161108,0.638761
507,0.483106957,0.47290275
508,1.051803525,1.3298962
509,0.134621332,0.25219083
510,1.339239239,0.87588394
511,1.29743028,1.4433397
512,-0.22068736,-0.4371217
513,0.113278708,-0.059548438
514,0.828153563,1.3831712
515,2.979206844,2.28398
516,4.26779994,3.1537213
517,0.759627931,1.1450633
518,0.501361617,0.56634915
519,1.207939398,1.2240672
520,0.11463955,0.25916785
521,0.497158336,1.0115092
522,2.588599229,1.5355523
523,0.985713182,0.5810848
524,0.940992839,0.96143717
525,1.156818448,1.252043
526,0.515083906,0.9505731
527,3.884314877,3.2878256
528,2.982406478,2.3875203
529,3.677374921,2.990997
530,0.190372871,0.26607087
531,0.413934013,0.3848616
532,-0.36253062,-0.23294753
533,2.029889001,2.2455363
534,0.392862434,0.19851726
535,1.231920981,1.9337181
536,2.470402837,1.7592221
537,0.54161557,1.1681734
538,1.376007295,2.18699
539,2.680968004,1.7277251
540,3.965290669,3.2608309
541,0.949739628,0.9749422
542,2.383128196,1.9698031
543,2.419402598,2.448594
544,-0.400617696,-0.27607775
545,1.890548132,1.6186484
546,2.153881348,1.4576287
547,2.233224588,1.7552707
548,3.267515812,2.4857051
549,-0.001687107,0.19857198
550,1.212735893,1.1861038
551,1.440278079,2.103179
552,1.892811411,2.1896172
553,1.260102559,1.6091137
554,6.247510599,4.5269575
555,-0.12023285,0.021855354
556,0.324807367,0.20277461
557,1.640739223,1.1757557
558,2.939338622,2.0225625
559,1.268354773,1.1430848
560,0.24529083,0.36975983
561,3.752721209,3.4351082
562,0.757186257,0.71705157
563,1.2982588,2.0465922
564,0.372029718,0.66072285
565,2.0279688,1.5651782
566,2.540196482,2.328802
567,1.694502712,1.4626738
568,1.842958019,1.3225392
569,-0.400549915,0.049216032
570,1.695219501,1.6022155
571,0.723271837,0.7892128
572,2.480752734,2.3862631
573,1.184254238,1.5947177
574,0.933542767,0.7870072
575,2.618888321,2.0524242
576,2.334123974,3.6407118
577,1.597619225,1.3958238
578,1.938667599,1.7176934
579,2.842903492,2.2557602
580,1.456385756,1.4403923
581,2.744347096,2.3760648
582,0.115588094,0.0616135
583,1.170131474,2.1086078
584,1.557938217,1.1035266
585,0.277110234,0.26029456
586,1.200438001,1.4477041
587,1.20047554,1.4579108
588,2.438562735,2.2095182
589,0.898556781,0.88432807
590,4.355774967,3.1108127
591,2.18631949,2.2757993
592,1.969641498,1.5500554
593,0.667562991,0.75906265
594,3.794867579,3.9411287
595,1.702198493,3.1197248
596,1.486604047,2.9670086
597,1.435704954,1.4043076
598,1.016958107,1.2352655
599,1.310934778,1.6746418
600,0.861233809,0.5929233
601,1.653852969,1.387233
602,1.769319848,1.3905315
603,1.339644946,1.18603
604,4.668391885,3.0139065
605,1.793282294,2.245656
606,2.637092863,2.1467476
607,1.61260571,0.8825104
608,1.204134787,1.918191
609,1.150971466,1.4756564
610,-0.033237765,0.13298622
611,1.110491291,1.2876065
612,1.957514775,1.821735
613,3.040833914,3.2147183
614,1.67101078,3.0806787
615,-0.309132095,-0.29399902
616,3.361020636,2.9480495
617,2.013100269,1.5881805
618,1.15726796,1.0070782
619,2.304586683,1.7088015
620,1.492702131,0.9731078
621,0.013316565,-0.045211792
622,3.133826421,2.751389
623,0.76278686,0.97701174
624,2.308722173,2.9244514
625,1.134942733,0.9334065
626,0.610338535,1.2965513
627,1.288475845,1.1982312
628,1.76181934,1.4387846
629,-0.414571479,-0.46245265
630,0.671932355,1.001379
631,0.973350943,0.9266297
632,2.122413747,1.6776934
633,1.896851303,1.526959
634,1.87249084,2.309092
635,1.90369301,2.079149
636,1.10374309,1.5075207
637,1.036019377,1.3309813
638,0.24562794,0.062098503
639,2.59074658,2.6442752
640,1.654665375,1.5774592
641,2.098948338,1.5543568
642,1.405205431,2.2518582
643,1.106840699,1.829617
644,4.597427849,3.3242044
645,1.645122197,2.429759
646,2.13098184,2.2100687
647,3.048549434,2.706399
648,4.186523024,2.8294566
649,2.145634991,3.8639352
650,0.555694654,0.6479037
651,0.469050707,0.59638774
652,2.366205861,1.9857811
653,1.74807966,2.7435513
654,0.713133921,0.30405813
655,3.042604094,2.8877406
656,0.671404513,1.1492473
657,4.726157294,3.1543393
658,1.071367349,1.0406415
659,2.398014264,1.8161383
660,-0.187703438,-0.32538402
661,0.68621962,1.2217827
662,1.735201857,2.2857022
663,4.477612136,4.0456953
664,2.041443902,1.667341
665,5.237782526,3.6745899
666,1.400763802,1.1135836
667,0.500913329,0.25297725
668,0.184276807,0.3122118
669,0.022250011,-0.030109286
670,1.339783228,1.3189209
671,2.348586192,2.0467124
672,1.605254097,2.7435713
673,2.706829399,2.9129138
674,0.728935648,0.45522082
675,5.381516735,3.546424
676,2.494875512,2.4405527
677,0.079749393,0.0016371012
678,0.91060173,1.7383052
679,3.23172697,2.1191006
680,3.634155327,2.6453347
681,0.289510452,0.47993338
682,1.878762091,2.6238084
683,2.949379821,2.2564979
684,2.847858903,3.963048
685,1.681238429,1.3994033
686,1.833189816,1.2030704
687,0.437981552,0.5559613
688,6.724556338,5.7240973
689,1.350535027,2.245326
690,1.785411282,1.3767978
691,0.639293207,0.7499349
692,1.319854616,1.1963632
693,0.340167384,0.35655856
694,0.824601332,1.0539551
695,2.35731096,1.9955064
696,0.854035044,1.2491032
697,1.980490365,2.639441
698,1.468715983,2.0610874
699,1.174548486,1.386699
700,5.091327049,3.7622848
701,3.844159694,2.3584778
702,1.934837684,2.5242796
703,4.876107511,4.7320347
704,-0.101950831,0.15406263
705,0.483820336,0.22820568
706,5.220968527,4.5040417
707,0.973761407,0.59192985
708,1.802026488,3.3335104
709,0.173058239,0.17095286
710,0.197782806,0.3239026
711,1.312312815,1.4866047
712,1.512905509,1.8773882
713,1.087094947,1.6530182
714,0.745017982,0.5953853
715,4.283903638,2.667519
716,1.176713441,1.6552103
717,4.486987536,4.0391636
718,3.493233656,3.1554928
719,0.692761255,0.7224764
720,0.633667183,0.33404487
721,2.045588458,1.9717195
722,0.10885812,0.068401664
723,2.987426657,2.7671902
724,0.559572683,0.7157039
725,2.705159839,2.453168
726,1.248016839,1.2259662
727,1.348696649,1.42313
728,0.62942079,0.24037111
729,2.920803653,1.9462261
730,0.614573568,1.1589595
731,-0.256346128,-0.044647336
732,1.643664711,2.8222392
733,2.122714112,1.6069038
734,1.329391059,1.9593586
735,0.90055736,0.70365953
736,1.770745869,1.4108894
737,1.913726421,1.5496833
738,3.911028966,4.4333878
739,2.151103608,3.19604
740,0.786511619,0.8002289
741,1.496941455,1.4885137
742,3.273980272,2.3791938
743,1.565568733,0.6228058
744,2.581464387,1.9179391
745,1.956967323,2.396742
746,0.741375544,1.4025639
747,1.112214548,2.1145177
748,0.196763349,0.24960461
749,0.853536939,1.65912
750,3.465807602,2.3922622
751,1.137888071,1.2781982
752,1.901639726,1.363054
753,3.559060065,3.992191
754,0.740749578,0.96918523
755,5.299422918,3.5889475
756,2.471297575,3.129919
757,0.420284988,0.6507392
758,0.282580865,0.24277216
759,4.164515827,3.4218528
760,2.421641286,4.083037
761,4.239945785,4.676723
762,0.776724757,1.4248717
763,1.110978162,1.1526861
764,1.979751942,1.4188175
765,0.933965125,0.8109628
766,1.668606319,2.0156522
767,3.183096529,2.9681964
768,1.208142798,1.0361859
769,0.703423097,1.1345867
770,1.295267046,1.4926058
771,1.799673398,2.0302558
772,3.984347788,2.7493048
773,1.437334749,0.843028
774,1.464094158,1.5458179
775,1.17009639,0.7796136
776,1.84076069,2.4514122
777,0.757860793,1.1581689
778,0.568636873,1.0557193
779,0.553966038,0.7426509
780,-0.079188062,0.19475108
781,2.4669757,1.9443424
782,0.611371909,1.3599733
783,2.333416613,2.6838846
784,2.919364013,2.7540092
785,1.952016241,1.5683651
786,1.601921888,1.1393806
787,0.859081757,1.8539435
788,1.1926027,2.2765121
789,0.827029884,0.7348624
790,1.528249705,1.1855242
791,1.120734715,1.5607693
792,1.243852081,2.089559
793,0.251224558,0.7143765
794,0.349138435,0.27759987
795,2.123508117,0.8231833
796,1.582419853,1.7762359
797,1.006660347,2.0859876
798,2.206183592,1.6394293
799,-0.112059947,-0.157224
800,2.666908252,2.3614705
801,0.434920539,0.37742335
802,0.127582833,0.26377425
803,1.409995066,1.5861373
804,1.308830661,1.1656612
805,0.403026138,0.81989187
806,0.704833579,1.1086469
807,1.813859074,2.354865
808,1.405985985,0.9695759
809,0.468657812,0.7939459
810,1.51709311,1.1844466
811,-0.301181294,-0.09224188
812,0.476324617,0.33662534
813,3.142782065,2.1537948
814,2.435150408,1.9741709
815,2.924496764,2.2763848
816,1.078526119,2.192358
817,0.609700113,0.6865032
818,0.956499894,1.1103457
819,0.823255747,1.2827017
820,0.975328712,0.5066935
821,2.352467805,2.8188589
822,0.731399645,0.8548859
823,0.929386106,0.574924
824,0.578402986,0.7204641
825,0.710197551,0.5795402
826,1.223345881,1.4474373
827,3.936976665,4.101594
828,1.749398148,1.723014
829,3.358028217,2.6163497
830,0.851379885,1.2220306
831,3.51378801,2.2700658
832,2.950276478,2.274633
833,0.774788399,0.79116726
834,0.390500702,0.15525964
835,0.398586339,0.58382225
836,1.970123529,2.64378
837,-0.423049692,-0.27589124
838,-0.278674399,-0.038322687
839,3.557086189,3.6798325
840,2.497181131,2.7017045
841,0.521968381,0.51537716
842,0.717687492,1.3079897
843,1.19158943,1.442358
844,0.204373001,0.1327106
845,3.199565753,2.2916567
846,2.261784059,3.2395616
847,3.655692003,3.1081612
848,0.556583198,0.98292786
849,1.713349673,2.437301
850,0.247924089,0.6830069
851,1.754353587,2.4471354
852,0.012402105,0.09155619
853,4.654952588,3.6848044
854,4.319762467,3.1342707
855,1.536456846,0.9752725
856,2.12693848,1.3868685
857,0.856716911,0.8266406
858,2.043989928,1.6091712
859,0.614785401,0.7924678
860,3.226760091,2.475802
861,1.594275494,1.1715794
862,0.908541876,1.3259593
863,2.171973544,2.7765093
864,3.971301455,3.1780188
865,1.741565412,2.3263645
866,1.902952281,2.0244987
867,0.668185264,0.96157825
868,1.521328195,1.6329142
869,1.075260517,1.1738131
870,0.729920143,1.1728832
871,4.189989453,3.7524111
872,-0.822299905,-0.4517718
873,3.746466321,2.4472618
874,-0.118222709,0.20003659
875,2.21005147,1.7710191
876,2.637859448,2.0980678
877,1.664779202,1.3351362
878,0.185375364,0.07324147
879,0.341594154,0.43841362
880,0.514823455,1.1080763
881,1.571382608,1.3859206
882,0.946363884,1.3683362
883,2.988279656,2.59726
884,1.056943332,1.0636879
885,0.964820879,1.9123175
886,0.226289989,0.17605007
887,0.825786783,0.5952484
888,2.122324732,3.1867833
889,0.573696088,0.4583069
890,5.862486693,5.3335924
891,2.220108015,2.0689483
892,1.1230079,0.91786796
893,0.839220419,1.2351681
894,0.778894496,0.6981544
895,1.20279144,2.3180342
896,0.735269549,0.60353035
897,0.184801666,0.16978577
898,0.89741924,0.85335624
899,3.773766683,3.362906
900,1.037400778,1.9124062
901,-0.224239691,-0.055616677
902,0.610898959,0.27452797
903,1.286068447,1.501049
904,1.442571671,1.003387
905,1.377853694,1.7048167
906,0.146392103,0.08176017
907,1.681907359,3.1978688
908,3.897940256,2.6725316
909,1.734460558,1.7196561
910,0.65232875,0.5661859
911,1.474202273,1.9213836
912,0.232200145,0.2596311
913,2.213495756,2.469572
914,1.202190805,1.916543
915,2.435114003,2.0365672
916,2.150077903,1.7774136
917,0.395123208,0.4813807
918,2.4555703,2.2653575
919,4.864406958,3.3745456
920,1.581358157,1.3361405
921,0.329626584,0.5267635
922,0.846445769,1.0085127
923,0.531517878,0.35143647
924,0.563490079,1.3023494
925,3.555057269,3.300014
926,1.404005074,2.0333622
927,5.088102721,3.210608
928,2.444231372,1.8387525
929,0.128213775,0.12890127
930,4.020368579,3.0537257
931,3.604477343,2.4805076
932,0.740562507,1.3674748
933,1.705365513,1.9140899
934,0.10429645,0.27782533
935,0.114744536,0.046433717
936,1.590820569,2.520637
937,-0.164068681,-0.008896887
938,2.390204118,2.6009912
939,2.428793389,1.9488077
940,1.574735917,1.6922004
941,1.132068655,1.0390685
942,-0.045166301,-0.0107547045
943,0.442389762,0.7141285
944,3.191957552,2.0199213
945,7.497368962,5.1586924
946,0.918954165,1.5622818
947,1.249586149,2.185046
948,1.366667708,0.9677334
949,2.442985729,1.9611126
950,2.310829201,2.2010598
951,3.102610484,2.2055426
952,1.567715517,1.8069202
953,1.699228122,3.288191
954,0.206111377,0.36759326
955,2.791354906,2.4014494
956,1.784296315,1.5319792
957,7.220116049,5.162486
958,0.73546094,0.63460875
959,0.577969644,0.8752981
960,1.416013513,1.9864416
961,0.96962451,1.1985505
962,-0.936410828,-0.35440087
963,1.26004633,1.4657092
964,0.860319285,0.6449177
965,2.840090379,2.023181
966,4.468967716,5.1009655
967,2.191107812,3.2473698
968,1.757002083,2.5283902
969,-0.309784952,-0.2590074
970,3.90570632,3.3527544
971,1.89046064,2.8332639
972,1.374146366,1.8278096
973,4.931167741,4.6644754
974,0.536359815,0.75743765
975,2.36191836,2.7811203
976,1.577780346,1.8989933
977,1.431626235,1.5694807
978,0.720201998,0.7820586
979,0.430080497,0.7882048
980,0.623391037,0.5179945
981,-0.120277264,-0.26668042
982,2.872944088,2.7805107
983,2.035266409,1.8667212
984,3.904585572,2.713507
985,0.936667745,0.92917645
986,-0.254894784,-0.16848814
987,-0.117468319,-0.06792879
988,0.520710425,0.96702355
989,2.085520434,1.6286752
990,1.106383634,1.5241671
991,2.152845793,1.6247193
992,1.836162101,1.4805956
993,2.379500974,2.862421
994,2.11196351,3.2095373
995,2.337540725,2.7727313
996,0.421319942,0.18649441
997,3.471418647,4.9666467
